k 15 
p edge 500 4459 
e 444 204 23
e 444 205 33
e 444 283 62
e 444 284 20
e 444 285 54
e 444 363 37
e 444 364 36
e 444 365 66
e 444 443 70
e 445 44 34
e 445 45 55
e 445 46 48
e 445 124 5
e 445 125 5
e 445 126 11
e 445 204 19
e 445 205 30
e 445 206 31
e 445 284 33
e 445 285 27
e 445 286 68
e 445 364 35
e 445 365 57
e 445 366 33
e 445 444 65
e 446 45 22
e 446 46 19
e 446 47 36
e 446 125 13
e 446 126 46
e 446 127 3
e 446 205 69
e 446 206 7
e 446 207 54
e 446 285 49
e 446 286 40
e 446 287 3
e 446 365 15
e 446 366 26
e 446 367 6
e 446 445 7
e 447 46 22
e 447 47 14
e 447 48 34
e 447 126 54
e 447 127 49
e 447 128 51
e 447 206 60
e 447 207 9
e 447 208 58
e 447 286 55
e 447 287 12
e 447 288 40
e 447 366 16
e 447 367 45
e 447 368 3
e 447 446 60
e 448 47 57
e 448 48 29
e 448 49 51
e 448 127 7
e 448 128 40
e 448 129 45
e 448 207 40
e 448 208 18
e 448 209 54
e 448 287 58
e 448 288 37
e 448 289 21
e 448 367 70
e 448 368 8
e 448 369 8
e 448 447 63
e 449 48 64
e 449 49 48
e 449 50 55
e 449 128 25
e 449 129 37
e 449 130 54
e 449 208 47
e 449 209 48
e 449 210 52
e 449 288 67
e 449 289 26
e 449 290 23
e 449 368 58
e 449 369 52
e 449 370 69
e 449 448 6
e 450 49 50
e 450 50 55
e 450 51 6
e 450 129 6
e 450 130 27
e 450 131 43
e 450 209 65
e 450 210 41
e 450 211 69
e 450 289 59
e 450 290 70
e 450 291 19
e 450 369 68
e 450 370 17
e 450 371 9
e 450 449 20
e 451 50 42
e 451 51 54
e 451 52 14
e 451 130 19
e 451 131 69
e 451 132 54
e 451 210 30
e 451 211 5
e 451 212 68
e 451 290 29
e 451 291 55
e 451 292 20
e 451 370 4
e 451 371 20
e 451 372 47
e 451 450 10
e 452 51 53
e 452 52 18
e 452 53 43
e 452 131 63
e 452 132 49
e 452 133 53
e 452 211 62
e 452 212 24
e 452 213 45
e 452 291 66
e 452 292 39
e 452 293 50
e 452 371 42
e 452 372 42
e 452 373 57
e 452 451 56
e 453 52 10
e 453 53 56
e 453 54 19
e 453 132 7
e 453 133 41
e 453 134 11
e 453 212 39
e 453 213 39
e 453 214 38
e 453 292 33
e 453 293 50
e 453 294 59
e 453 372 47
e 453 373 31
e 453 374 34
e 453 452 12
e 454 53 23
e 454 54 22
e 454 55 4
e 454 133 21
e 454 134 63
e 454 135 43
e 454 213 54
e 454 214 63
e 454 215 67
e 454 293 24
e 454 294 61
e 454 295 17
e 454 373 34
e 454 374 26
e 454 375 27
e 454 453 62
e 455 54 31
e 455 55 10
e 455 56 67
e 455 134 32
e 455 135 31
e 455 136 39
e 455 214 13
e 455 215 31
e 455 216 33
e 455 294 43
e 455 295 22
e 455 296 60
e 455 374 67
e 455 375 17
e 455 376 64
e 455 454 68
e 456 55 26
e 456 56 31
e 456 57 19
e 456 135 30
e 456 136 45
e 456 137 66
e 456 215 2
e 456 216 32
e 456 217 51
e 456 295 52
e 456 296 40
e 456 297 41
e 456 375 55
e 456 376 61
e 456 377 41
e 456 455 53
e 457 56 66
e 457 57 6
e 457 58 37
e 457 136 30
e 457 137 64
e 457 138 40
e 457 216 12
e 457 217 46
e 457 218 56
e 457 296 10
e 457 297 60
e 457 298 66
e 457 376 50
e 457 377 19
e 457 378 51
e 457 456 12
e 458 57 8
e 458 58 64
e 458 59 17
e 458 137 30
e 458 138 25
e 458 139 44
e 458 217 16
e 458 218 50
e 458 219 25
e 458 297 13
e 458 298 43
e 458 299 9
e 458 377 67
e 458 378 54
e 458 379 4
e 458 457 15
e 459 58 24
e 459 59 41
e 459 60 68
e 459 138 61
e 459 139 69
e 459 140 9
e 459 218 44
e 459 219 44
e 459 220 39
e 459 298 69
e 459 299 25
e 459 300 32
e 459 378 62
e 459 379 44
e 459 380 68
e 459 458 68
e 460 59 25
e 460 60 3
e 460 61 48
e 460 139 43
e 460 140 21
e 460 141 50
e 460 219 31
e 460 220 24
e 460 221 25
e 460 299 33
e 460 300 8
e 460 301 18
e 460 379 49
e 460 380 5
e 460 381 54
e 460 459 2
e 461 60 35
e 461 61 53
e 461 62 44
e 461 140 64
e 461 141 63
e 461 142 65
e 461 220 36
e 461 221 67
e 461 222 15
e 461 300 66
e 461 301 28
e 461 302 66
e 461 380 31
e 461 381 23
e 461 382 50
e 461 460 14
e 462 61 23
e 462 62 16
e 462 63 58
e 462 141 70
e 462 142 48
e 462 143 40
e 462 221 23
e 462 222 1
e 462 223 36
e 462 301 54
e 462 302 14
e 462 303 24
e 462 381 28
e 462 382 28
e 462 383 15
e 462 461 37
e 463 62 8
e 463 63 45
e 463 64 16
e 463 142 17
e 463 143 46
e 463 144 25
e 463 222 15
e 463 223 12
e 463 224 7
e 463 302 3
e 463 303 58
e 463 304 14
e 463 382 40
e 463 383 61
e 463 384 24
e 463 462 49
e 464 63 57
e 464 64 20
e 464 65 36
e 464 143 4
e 464 144 61
e 464 145 63
e 464 223 64
e 464 224 15
e 464 225 29
e 464 303 3
e 464 304 15
e 464 305 20
e 464 383 45
e 464 384 6
e 464 385 11
e 464 463 32
e 465 64 53
e 465 65 28
e 465 66 35
e 465 144 55
e 465 145 59
e 465 146 44
e 465 224 58
e 465 225 52
e 465 226 6
e 465 304 55
e 465 305 44
e 465 306 11
e 465 384 49
e 465 385 65
e 465 386 17
e 465 464 7
e 466 65 24
e 466 66 15
e 466 67 11
e 466 145 50
e 466 146 21
e 466 147 25
e 466 225 70
e 466 226 56
e 466 227 47
e 466 305 65
e 466 306 44
e 466 307 6
e 466 385 27
e 466 386 21
e 466 387 21
e 466 465 45
e 467 66 61
e 467 67 45
e 467 68 61
e 467 146 31
e 467 147 64
e 467 148 51
e 467 226 18
e 467 227 10
e 467 228 64
e 467 306 12
e 467 307 68
e 467 308 30
e 467 386 47
e 467 387 66
e 467 388 45
e 467 466 20
e 468 67 61
e 468 68 9
e 468 69 51
e 468 147 22
e 468 148 39
e 468 149 61
e 468 227 51
e 468 228 57
e 468 229 67
e 468 307 59
e 468 308 48
e 468 309 43
e 468 387 11
e 468 388 67
e 468 389 51
e 468 467 61
e 469 68 54
e 469 69 17
e 469 70 56
e 469 148 6
e 469 149 8
e 469 150 41
e 469 228 24
e 469 229 39
e 469 230 28
e 469 308 3
e 469 309 21
e 469 310 26
e 469 388 24
e 469 389 9
e 469 390 33
e 469 468 17
e 470 69 62
e 470 70 19
e 470 71 42
e 470 149 21
e 470 150 42
e 470 151 58
e 470 229 37
e 470 230 64
e 470 231 41
e 470 309 20
e 470 310 16
e 470 311 25
e 470 389 48
e 470 390 38
e 470 391 48
e 470 469 10
e 471 70 14
e 471 71 5
e 471 72 68
e 471 150 27
e 471 151 12
e 471 152 19
e 471 230 34
e 471 231 58
e 471 232 6
e 471 310 4
e 471 311 54
e 471 312 42
e 471 390 32
e 471 391 33
e 471 392 15
e 471 470 29
e 472 71 24
e 472 72 24
e 472 73 60
e 472 151 43
e 472 152 28
e 472 153 4
e 472 231 43
e 472 232 49
e 472 233 17
e 472 311 46
e 472 312 12
e 472 313 22
e 472 391 21
e 472 392 49
e 472 393 60
e 472 471 2
e 473 72 70
e 473 73 27
e 473 74 62
e 473 152 38
e 473 153 37
e 473 154 16
e 473 232 57
e 473 233 25
e 473 234 53
e 473 312 66
e 473 313 2
e 473 314 22
e 473 392 22
e 473 393 8
e 473 394 12
e 473 472 45
e 474 73 18
e 474 74 44
e 474 75 68
e 474 153 15
e 474 154 33
e 474 155 1
e 474 233 22
e 474 234 25
e 474 235 8
e 474 313 35
e 474 314 21
e 474 315 45
e 474 393 62
e 474 394 14
e 474 395 53
e 474 473 36
e 475 74 65
e 475 75 59
e 475 76 46
e 475 154 15
e 475 155 52
e 475 156 61
e 475 234 65
e 475 235 54
e 475 236 50
e 475 314 16
e 475 315 37
e 475 316 54
e 475 394 32
e 475 395 42
e 475 396 65
e 475 474 37
e 476 75 10
e 476 76 44
e 476 77 52
e 476 155 48
e 476 156 13
e 476 157 21
e 476 235 1
e 476 236 23
e 476 237 12
e 476 315 4
e 476 316 30
e 476 317 36
e 476 395 63
e 476 396 17
e 476 397 54
e 476 475 70
e 477 76 29
e 477 77 28
e 477 78 55
e 477 156 70
e 477 157 36
e 477 158 60
e 477 236 34
e 477 237 7
e 477 238 58
e 477 316 26
e 477 317 48
e 477 318 21
e 477 396 13
e 477 397 14
e 477 398 27
e 477 476 37
e 478 77 13
e 478 78 65
e 478 79 42
e 478 157 36
e 478 158 27
e 478 159 24
e 478 237 23
e 478 238 6
e 478 239 53
e 478 317 40
e 478 318 27
e 478 319 23
e 478 397 31
e 478 398 57
e 478 399 38
e 478 477 1
e 479 78 30
e 479 79 45
e 479 80 11
e 479 158 6
e 479 159 35
e 479 160 34
e 479 238 1
e 479 239 9
e 479 240 15
e 479 318 9
e 479 319 48
e 479 320 12
e 479 398 2
e 479 399 42
e 479 400 46
e 479 478 22
e 480 1 60
e 480 79 14
e 480 80 12
e 480 81 54
e 480 159 57
e 480 160 61
e 480 161 48
e 480 239 6
e 480 240 44
e 480 241 23
e 480 319 56
e 480 320 33
e 480 321 11
e 480 399 11
e 480 400 26
e 480 401 27
e 480 479 1
e 481 1 57
e 481 2 69
e 481 80 66
e 481 81 19
e 481 82 54
e 481 160 40
e 481 161 44
e 481 162 14
e 481 240 69
e 481 241 5
e 481 242 4
e 481 320 56
e 481 321 44
e 481 322 68
e 481 400 20
e 481 401 65
e 481 402 58
e 481 480 19
e 482 1 61
e 482 2 10
e 482 3 43
e 482 81 11
e 482 82 49
e 482 83 61
e 482 161 62
e 482 162 34
e 482 163 68
e 482 241 55
e 482 242 10
e 482 243 54
e 482 321 6
e 482 322 31
e 482 323 70
e 482 401 13
e 482 402 28
e 482 403 3
e 482 481 55
e 483 2 39
e 483 3 2
e 483 4 49
e 483 82 10
e 483 83 21
e 483 84 32
e 483 162 17
e 483 163 25
e 483 164 43
e 483 242 21
e 483 243 2
e 483 244 13
e 483 322 10
e 483 323 34
e 483 324 31
e 483 402 67
e 483 403 23
e 483 404 13
e 483 482 51
e 484 3 61
e 484 4 13
e 484 5 31
e 484 83 50
e 484 84 58
e 484 85 11
e 484 163 2
e 484 164 60
e 484 165 67
e 484 243 55
e 484 244 17
e 484 245 68
e 484 323 59
e 484 324 38
e 484 325 14
e 484 403 14
e 484 404 68
e 484 405 58
e 484 483 1
e 485 4 45
e 485 5 46
e 485 6 6
e 485 84 15
e 485 85 44
e 485 86 65
e 485 164 38
e 485 165 68
e 485 166 19
e 485 244 55
e 485 245 35
e 485 246 9
e 485 324 62
e 485 325 44
e 485 326 13
e 485 404 48
e 485 405 67
e 485 406 32
e 485 484 49
e 486 5 1
e 486 6 40
e 486 7 61
e 486 85 5
e 486 86 47
e 486 87 43
e 486 165 21
e 486 166 61
e 486 167 47
e 486 245 68
e 486 246 14
e 486 247 8
e 486 325 61
e 486 326 48
e 486 327 52
e 486 405 7
e 486 406 52
e 486 407 53
e 486 485 20
e 487 6 16
e 487 7 28
e 487 8 51
e 487 86 31
e 487 87 51
e 487 88 28
e 487 166 19
e 487 167 6
e 487 168 49
e 487 246 30
e 487 247 29
e 487 248 20
e 487 326 56
e 487 327 27
e 487 328 43
e 487 406 54
e 487 407 3
e 487 408 41
e 487 486 9
e 488 7 39
e 488 8 70
e 488 9 56
e 488 87 55
e 488 88 24
e 488 89 15
e 488 167 2
e 488 168 39
e 488 169 47
e 488 247 45
e 488 248 58
e 488 249 5
e 488 327 14
e 488 328 22
e 488 329 32
e 488 407 58
e 488 408 38
e 488 409 8
e 488 487 65
e 489 8 3
e 489 9 29
e 489 10 34
e 489 88 70
e 489 89 65
e 489 90 56
e 489 168 48
e 489 169 48
e 489 170 68
e 489 248 46
e 489 249 62
e 489 250 21
e 489 328 12
e 489 329 55
e 489 330 46
e 489 408 24
e 489 409 9
e 489 410 45
e 489 488 54
e 490 9 47
e 490 10 25
e 490 11 55
e 490 89 54
e 490 90 30
e 490 91 28
e 490 169 31
e 490 170 35
e 490 171 7
e 490 249 27
e 490 250 66
e 490 251 21
e 490 329 15
e 490 330 31
e 490 331 45
e 490 409 24
e 490 410 36
e 490 411 7
e 490 489 51
e 491 10 4
e 491 11 41
e 491 12 27
e 491 90 13
e 491 91 2
e 491 92 4
e 491 170 53
e 491 171 16
e 491 172 17
e 491 250 45
e 491 251 53
e 491 252 36
e 491 330 14
e 491 331 29
e 491 332 58
e 491 410 44
e 491 411 27
e 491 412 45
e 491 490 25
e 492 11 60
e 492 12 43
e 492 13 5
e 492 91 43
e 492 92 52
e 492 93 42
e 492 171 46
e 492 172 12
e 492 173 36
e 492 251 58
e 492 252 33
e 492 253 57
e 492 331 3
e 492 332 33
e 492 333 60
e 492 411 52
e 492 412 11
e 492 413 49
e 492 491 50
e 493 12 33
e 493 13 53
e 493 14 18
e 493 92 1
e 493 93 39
e 493 94 59
e 493 172 3
e 493 173 40
e 493 174 63
e 493 252 9
e 493 253 43
e 493 254 39
e 493 332 68
e 493 333 52
e 493 334 40
e 493 412 26
e 493 413 26
e 493 414 15
e 493 492 38
e 494 13 21
e 494 14 35
e 494 15 67
e 494 93 49
e 494 94 30
e 494 95 3
e 494 173 62
e 494 174 47
e 494 175 66
e 494 253 37
e 494 254 68
e 494 255 35
e 494 333 28
e 494 334 3
e 494 335 13
e 494 413 33
e 494 414 23
e 494 415 34
e 494 493 61
e 495 14 28
e 495 15 6
e 495 16 51
e 495 94 9
e 495 95 57
e 495 96 30
e 495 174 38
e 495 175 13
e 495 176 57
e 495 254 55
e 495 255 35
e 495 256 11
e 495 334 11
e 495 335 65
e 495 336 31
e 495 414 30
e 495 415 39
e 495 416 56
e 495 494 11
e 496 15 9
e 496 16 31
e 496 17 2
e 496 95 38
e 496 96 60
e 496 97 56
e 496 175 21
e 496 176 5
e 496 177 51
e 496 255 50
e 496 256 13
e 496 257 52
e 496 335 37
e 496 336 60
e 496 337 56
e 496 415 6
e 496 416 36
e 496 417 2
e 496 495 69
e 497 16 70
e 497 17 25
e 497 18 49
e 497 96 55
e 497 97 6
e 497 98 57
e 497 176 58
e 497 177 57
e 497 178 38
e 497 256 42
e 497 257 53
e 497 258 31
e 497 336 16
e 497 337 19
e 497 338 45
e 497 416 3
e 497 417 44
e 497 418 35
e 497 496 64
e 498 17 27
e 498 18 52
e 498 19 64
e 498 97 58
e 498 98 69
e 498 99 49
e 498 177 1
e 498 178 25
e 498 179 35
e 498 257 13
e 498 258 69
e 498 259 11
e 498 337 17
e 498 338 13
e 498 339 5
e 498 417 21
e 498 418 32
e 498 419 36
e 498 497 44
e 499 18 30
e 499 19 46
e 499 20 59
e 499 98 68
e 499 99 68
e 499 100 5
e 499 178 41
e 499 179 2
e 499 180 37
e 499 258 50
e 499 259 60
e 499 260 55
e 499 338 16
e 499 339 37
e 499 340 64
e 499 418 6
e 499 419 33
e 499 420 44
e 499 498 24
e 500 19 36
e 500 20 30
e 500 21 45
e 500 99 52
e 500 100 63
e 500 101 37
e 500 179 16
e 500 180 10
e 500 181 60
e 500 259 58
e 500 260 69
e 500 261 24
e 500 339 49
e 500 340 42
e 500 341 70
e 500 419 57
e 500 420 22
e 500 421 8
e 500 499 50
